run_id,condition,phase,language,word_id,query_type,query_surface,cue_prefix,cue_gloss,expected_surface,top1_surface,topk_surfaces,resonance_top1,resonance_top2,correct
RUN_1768052885,C1_JP,2,JP,1,surface_exact,ひかり,,,ひかり,ひかり,"['ひかり', 'おおきい', 'べんきょう', 'ちいさい', 'つき']",0.5650427614979858,0.0734524808091535,True
RUN_1768052885,C1_JP,2,JP,2,surface_exact,みず,,,みず,みず,"['みず', 'いのち', 'つき', 'ふるい', 'おおい']",0.5812457081512584,0.09634810905906771,True
RUN_1768052885,C1_JP,2,JP,3,surface_exact,ひ,,,ひ,ひ,"['ひ', 'べんきょう', 'はやい', 'やま', 'うえ']",0.5591581401554814,0.07836960112687244,True
RUN_1768052885,C1_JP,2,JP,4,surface_exact,つき,,,つき,つき,"['つき', 'ひかり', 'おおい', 'みる', 'した']",0.5715189451448783,0.05464688960917606,True
RUN_1768052885,C1_JP,2,JP,5,surface_exact,そら,,,そら,そら,"['そら', 'あたらしい', 'べんきょう', 'ながい', 'おおきい']",0.580215072701085,0.06386653012898771,True
RUN_1768052885,C1_JP,2,JP,6,surface_exact,やま,,,やま,やま,"['やま', 'はいる', 'そら', 'はやい', 'たべる']",0.6010062367327703,0.0764374432872858,True
RUN_1768052885,C1_JP,2,JP,7,surface_exact,かわ,,,かわ,かわ,"['かわ', 'いく', 'くる', 'いのち', 'のむ']",0.5746554831141033,0.09546645351139978,True
RUN_1768052885,C1_JP,2,JP,8,surface_exact,うみ,,,うみ,うみ,"['うみ', 'のむ', 'した', 'ひかり', 'ふるい']",0.5997608868655598,0.07063818537027773,True
RUN_1768052885,C1_JP,2,JP,9,surface_exact,ひと,,,ひと,ひと,"['ひと', 'でる', 'くる', 'たべる', 'おおきい']",0.5712467430190331,0.0915425468414579,True
RUN_1768052885,C1_JP,2,JP,10,surface_exact,こども,,,こども,こども,"['こども', 'みず', 'でる', 'ひかり', 'ちいさい']",0.5682082487350246,0.07799213254269458,True
RUN_1768052885,C1_JP,2,JP,11,surface_exact,べんきょう,,,べんきょう,べんきょう,"['べんきょう', 'かわ', 'ひかり', 'いのち', 'たかい']",0.5971966317122177,0.07309781611198947,True
RUN_1768052885,C1_JP,2,JP,12,surface_exact,いのち,,,いのち,いのち,"['いのち', 'はやい', 'すくない', 'いく', 'ひ']",0.5867672191687905,0.07679882060483453,True
RUN_1768052885,C1_JP,2,JP,13,surface_exact,たべる,,,たべる,たべる,"['たべる', 'した', 'みず', 'やま', 'くる']",0.528597703575893,0.07358447962890974,True
RUN_1768052885,C1_JP,2,JP,14,surface_exact,のむ,,,のむ,のむ,"['のむ', 'ちいさい', 'うみ', 'すくない', 'した']",0.5663642532607349,0.08078053835636932,True
RUN_1768052885,C1_JP,2,JP,15,surface_exact,みる,,,みる,みる,"['みる', 'ながい', 'すくない', 'した', 'ちいさい']",0.6064355510782624,0.07125046173914383,True
RUN_1768052885,C1_JP,2,JP,16,surface_exact,いく,,,いく,いく,"['いく', 'かわ', 'すくない', 'くる', 'たかい']",0.5761861024402387,0.08831592255479566,True
RUN_1768052885,C1_JP,2,JP,17,surface_exact,くる,,,くる,くる,"['くる', 'ながい', 'はやい', 'のむ', 'ふるい']",0.5842615597130227,0.08193173911015754,True
RUN_1768052885,C1_JP,2,JP,18,surface_exact,はいる,,,はいる,はいる,"['はいる', 'みず', 'のむ', 'ふるい', 'そら']",0.5775267563181234,0.079628957446098,True
RUN_1768052885,C1_JP,2,JP,19,surface_exact,でる,,,でる,でる,"['でる', 'はいる', 'おおきい', 'たべる', 'うえ']",0.5829716623765854,0.05271157299776118,True
RUN_1768052885,C1_JP,2,JP,20,surface_exact,おおきい,,,おおきい,おおきい,"['おおきい', 'たかい', 'べんきょう', 'たべる', 'うみ']",0.5882047059683094,0.07945964200100315,True
RUN_1768052885,C1_JP,2,JP,21,surface_exact,ちいさい,,,ちいさい,ちいさい,"['ちいさい', 'こども', 'やま', 'ひかり', 'くる']",0.5971774323941444,0.07739357823483985,True
RUN_1768052885,C1_JP,2,JP,22,surface_exact,ながい,,,ながい,ながい,"['ながい', 'おおきい', 'たべる', 'はいる', 'みず']",0.5637860436911183,0.07333882928310474,True
RUN_1768052885,C1_JP,2,JP,23,surface_exact,たかい,,,たかい,たかい,"['たかい', 'おおい', 'した', 'ちいさい', 'でる']",0.6146785795208247,0.06351242892084699,True
RUN_1768052885,C1_JP,2,JP,24,surface_exact,あたらしい,,,あたらしい,あたらしい,"['あたらしい', 'した', 'いく', 'すくない', 'つき']",0.6131022800380392,0.07753994680271419,True
RUN_1768052885,C1_JP,2,JP,25,surface_exact,ふるい,,,ふるい,ふるい,"['ふるい', 'した', 'みる', 'そら', 'かわ']",0.5949353981513239,0.06818870866546912,True
RUN_1768052885,C1_JP,2,JP,26,surface_exact,はやい,,,はやい,はやい,"['はやい', 'ちいさい', 'いのち', 'すくない', 'はいる']",0.5802916103001439,0.059336723351637574,True
RUN_1768052885,C1_JP,2,JP,27,surface_exact,おおい,,,おおい,おおい,"['おおい', 'した', 'くる', 'やま', 'みる']",0.5804842400755285,0.07434389313183044,True
RUN_1768052885,C1_JP,2,JP,28,surface_exact,すくない,,,すくない,すくない,"['すくない', 'はやい', 'いく', 'ひかり', 'ちいさい']",0.5722966547175395,0.10974803145422214,True
RUN_1768052885,C1_JP,2,JP,29,surface_exact,うえ,,,うえ,うえ,"['うえ', 'した', 'ひかり', 'すくない', 'こども']",0.5371328717458562,0.0858401155165055,True
RUN_1768052885,C1_JP,2,JP,30,surface_exact,した,,,した,した,"['した', 'かわ', 'ふるい', 'うみ', 'ちいさい']",0.6032704589511351,0.08638925493429853,True
RUN_1768052885,C2_EN,2,EN,31,surface_exact,light,,,light,light,"['light', 'many', 'high', 'sky', 'down']",0.5474881162908793,0.07695438488007017,True
RUN_1768052885,C2_EN,2,EN,32,surface_exact,water,,,water,water,"['water', 'study', 'few', 'see', 'down']",0.5546471343595504,0.09674424218057198,True
RUN_1768052885,C2_EN,2,EN,33,surface_exact,fire,,,fire,fire,"['fire', 'old', 'high', 'moon', 'study']",0.5665925949060698,0.0946143666554135,True
RUN_1768052885,C2_EN,2,EN,34,surface_exact,moon,,,moon,moon,"['moon', 'eat', 'sea', 'early', 'study']",0.5380806831723907,0.1195542412221608,True
RUN_1768052885,C2_EN,2,EN,35,surface_exact,sky,,,sky,sky,"['sky', 'high', 'see', 'sea', 'new']",0.5443363767306257,0.09171627312220264,True
RUN_1768052885,C2_EN,2,EN,36,surface_exact,mountain,,,mountain,mountain,"['mountain', 'down', 'sea', 'exit', 'long']",0.5685419597330373,0.08990798722315906,True
RUN_1768052885,C2_EN,2,EN,37,surface_exact,river,,,river,river,"['river', 'study', 'drink', 'up', 'many']",0.5994833180245922,0.06983701529110964,True
RUN_1768052885,C2_EN,2,EN,38,surface_exact,sea,,,sea,sea,"['sea', 'new', 'drink', 'water', 'person']",0.5538472771484333,0.08288930527585729,True
RUN_1768052885,C2_EN,2,EN,39,surface_exact,person,,,person,person,"['person', 'eat', 'study', 'enter', 'down']",0.5787944911138065,0.09283871977346325,True
RUN_1768052885,C2_EN,2,EN,40,surface_exact,child,,,child,child,"['child', 'sea', 'eat', 'down', 'high']",0.5696851630859123,0.08106246146192103,True
RUN_1768052885,C2_EN,2,EN,41,surface_exact,study,,,study,study,"['study', 'old', 'high', 'drink', 'exit']",0.5992869872632681,0.11739527922814125,True
RUN_1768052885,C2_EN,2,EN,42,surface_exact,life,,,life,life,"['life', 'many', 'down', 'big', 'go']",0.5431115666111116,0.07180625582410577,True
RUN_1768052885,C2_EN,2,EN,43,surface_exact,eat,,,eat,eat,"['eat', 'up', 'child', 'long', 'old']",0.5898920185957148,0.05076225980218424,True
RUN_1768052885,C2_EN,2,EN,44,surface_exact,drink,,,drink,drink,"['drink', 'small', 'high', 'child', 'down']",0.5667499154781452,0.07640663503435305,True
RUN_1768052885,C2_EN,2,EN,45,surface_exact,see,,,see,see,"['see', 'up', 'big', 'moon', 'eat']",0.5737988717983219,0.09708863658043959,True
RUN_1768052885,C2_EN,2,EN,46,surface_exact,go,,,go,go,"['go', 'sky', 'few', 'life', 'many']",0.5742762358365148,0.07231813487958097,True
RUN_1768052885,C2_EN,2,EN,47,surface_exact,come,,,come,come,"['come', 'child', 'early', 'life', 'eat']",0.5551236917779736,0.06103039158062804,True
RUN_1768052885,C2_EN,2,EN,48,surface_exact,enter,,,enter,enter,"['enter', 'early', 'life', 'many', 'sea']",0.5634770483427537,0.05000985056171349,True
RUN_1768052885,C2_EN,2,EN,49,surface_exact,exit,,,exit,exit,"['exit', 'old', 'early', 'come', 'see']",0.5584067755090766,0.059169091692966254,True
RUN_1768052885,C2_EN,2,EN,50,surface_exact,big,,,big,big,"['big', 'down', 'river', 'see', 'enter']",0.5370491886946901,0.07924601667099217,True
RUN_1768052885,C2_EN,2,EN,51,surface_exact,small,,,small,small,"['small', 'child', 'sky', 'big', 'go']",0.5934440009339542,0.06358261833005671,True
RUN_1768052885,C2_EN,2,EN,52,surface_exact,long,,,long,long,"['long', 'mountain', 'new', 'light', 'down']",0.5421886684661716,0.06102746596141172,True
RUN_1768052885,C2_EN,2,EN,53,surface_exact,high,,,high,high,"['high', 'fire', 'go', 'drink', 'person']",0.5649395834400996,0.08174559198339729,True
RUN_1768052885,C2_EN,2,EN,54,surface_exact,new,,,new,new,"['new', 'water', 'down', 'few', 'long']",0.5860377615030398,0.06896752876862229,True
RUN_1768052885,C2_EN,2,EN,55,surface_exact,old,,,old,old,"['old', 'fire', 'study', 'light', 'new']",0.542950729503918,0.07351995771949937,True
RUN_1768052885,C2_EN,2,EN,56,surface_exact,early,,,early,early,"['early', 'small', 'new', 'eat', 'moon']",0.5561594668382399,0.07056011021418872,True
RUN_1768052885,C2_EN,2,EN,57,surface_exact,many,,,many,many,"['many', 'life', 'old', 'child', 'drink']",0.5567281256285231,0.08263189447431414,True
RUN_1768052885,C2_EN,2,EN,58,surface_exact,few,,,few,few,"['few', 'study', 'moon', 'enter', 'old']",0.5618413809513694,0.09156808889671761,True
RUN_1768052885,C2_EN,2,EN,59,surface_exact,up,,,up,up,"['up', 'see', 'enter', 'eat', 'water']",0.5714017722454249,0.08524336417782612,True
RUN_1768052885,C2_EN,2,EN,60,surface_exact,down,,,down,down,"['down', 'drink', 'person', 'river', 'enter']",0.5668301586292305,0.10902609458404021,True
RUN_1768052885,C3_MixedA,2,JP,1,surface_exact,ひかり,,,ひかり,ひかり,"['ひかり', 'child', 'おおきい', 'べんきょう', 'ちいさい']",0.5650427614979858,0.08894226214355272,True
RUN_1768052885,C3_MixedA,2,JP,2,surface_exact,みず,,,みず,みず,"['みず', 'いのち', 'つき', 'ふるい', 'many']",0.5812457081512584,0.09634810905906771,True
RUN_1768052885,C3_MixedA,2,JP,3,surface_exact,ひ,,,ひ,ひ,"['ひ', 'べんきょう', 'eat', 'go', 'はやい']",0.5591581401554814,0.07836960112687244,True
RUN_1768052885,C3_MixedA,2,JP,4,surface_exact,つき,,,つき,つき,"['つき', 'sky', 'exit', 'ひかり', 'go']",0.5715189451448783,0.06301256502159093,True
RUN_1768052885,C3_MixedA,2,JP,5,surface_exact,そら,,,そら,そら,"['そら', 'new', 'あたらしい', 'べんきょう', 'ながい']",0.580215072701085,0.06673761843122113,True
RUN_1768052885,C3_MixedA,2,JP,6,surface_exact,やま,,,やま,やま,"['やま', 'はいる', 'そら', 'はやい', 'たべる']",0.6010062367327703,0.0764374432872858,True
RUN_1768052885,C3_MixedA,2,JP,7,surface_exact,かわ,,,かわ,かわ,"['かわ', 'いく', 'くる', 'study', 'いのち']",0.5746554831141033,0.09546645351139978,True
RUN_1768052885,C3_MixedA,2,JP,8,surface_exact,うみ,,,うみ,うみ,"['うみ', 'person', 'のむ', 'up', 'child']",0.5997608868655598,0.07394934174728415,True
RUN_1768052885,C3_MixedA,2,JP,9,surface_exact,ひと,,,ひと,ひと,"['ひと', 'でる', 'くる', 'high', 'down']",0.5712467430190331,0.0915425468414579,True
RUN_1768052885,C3_MixedA,2,JP,10,surface_exact,こども,,,こども,こども,"['こども', 'みず', 'でる', 'ひかり', 'ちいさい']",0.5682082487350246,0.07799213254269458,True
RUN_1768052885,C3_MixedA,2,JP,11,surface_exact,べんきょう,,,べんきょう,べんきょう,"['べんきょう', 'かわ', 'new', 'river', 'sea']",0.5971966317122177,0.07309781611198947,True
RUN_1768052885,C3_MixedA,2,JP,12,surface_exact,いのち,,,いのち,いのち,"['いのち', 'はやい', 'child', 'すくない', 'old']",0.5867672191687905,0.07679882060483453,True
RUN_1768052885,C3_MixedA,2,JP,13,surface_exact,たべる,,,たべる,たべる,"['たべる', 'した', 'drink', 'みず', 'やま']",0.528597703575893,0.07358447962890974,True
RUN_1768052885,C3_MixedA,2,JP,14,surface_exact,のむ,,,のむ,のむ,"['のむ', 'ちいさい', 'うみ', 'light', 'すくない']",0.5663642532607349,0.08078053835636932,True
RUN_1768052885,C3_MixedA,2,JP,15,surface_exact,みる,,,みる,みる,"['みる', 'person', 'sky', 'few', 'ながい']",0.6064355510782624,0.09592663787782219,True
RUN_1768052885,C3_MixedA,2,JP,16,surface_exact,いく,,,いく,いく,"['いく', 'かわ', 'すくない', 'くる', 'たかい']",0.5761861024402387,0.08831592255479566,True
RUN_1768052885,C3_MixedA,2,JP,17,surface_exact,くる,,,くる,くる,"['くる', 'ながい', 'はやい', 'down', 'のむ']",0.5842615597130227,0.08193173911015754,True
RUN_1768052885,C3_MixedA,2,JP,18,surface_exact,はいる,,,はいる,はいる,"['はいる', 'みず', 'のむ', 'ふるい', 'そら']",0.5775267563181234,0.079628957446098,True
RUN_1768052885,C3_MixedA,2,JP,19,surface_exact,でる,,,でる,でる,"['でる', 'enter', 'early', 'sea', 'exit']",0.5829716623765854,0.08793442544073808,True
RUN_1768052885,C3_MixedA,2,JP,20,surface_exact,おおきい,,,おおきい,おおきい,"['おおきい', 'river', 'drink', 'たかい', 'small']",0.5882047059683094,0.10122875804123696,True
RUN_1768052885,C3_MixedA,2,JP,21,surface_exact,ちいさい,,,ちいさい,ちいさい,"['ちいさい', 'many', 'こども', 'やま', 'ひかり']",0.5971774323941444,0.09549101765208172,True
RUN_1768052885,C3_MixedA,2,JP,22,surface_exact,ながい,,,ながい,ながい,"['ながい', 'drink', 'few', 'おおきい', 'たべる']",0.5637860436911183,0.08687484744308209,True
RUN_1768052885,C3_MixedA,2,JP,23,surface_exact,たかい,,,たかい,たかい,"['たかい', 'new', 'おおい', 'person', 'した']",0.6146785795208247,0.08541512448453475,True
RUN_1768052885,C3_MixedA,2,JP,24,surface_exact,あたらしい,,,あたらしい,あたらしい,"['あたらしい', 'した', 'いく', 'light', 'すくない']",0.6131022800380392,0.07753994680271419,True
RUN_1768052885,C3_MixedA,2,JP,25,surface_exact,ふるい,,,ふるい,ふるい,"['ふるい', 'eat', 'person', 'child', 'した']",0.5949353981513239,0.07536100559334012,True
RUN_1768052885,C3_MixedA,2,JP,26,surface_exact,はやい,,,はやい,はやい,"['はやい', 'moon', 'many', 'early', 'come']",0.5802916103001439,0.09444190804153732,True
RUN_1768052885,C3_MixedA,2,JP,27,surface_exact,おおい,,,おおい,おおい,"['おおい', 'few', 'した', 'くる', 'mountain']",0.5804842400755285,0.08082188794473891,True
RUN_1768052885,C3_MixedA,2,JP,28,surface_exact,すくない,,,すくない,すくない,"['すくない', 'はやい', 'go', 'いく', 'ひかり']",0.5722966547175395,0.10974803145422214,True
RUN_1768052885,C3_MixedA,2,JP,29,surface_exact,うえ,,,うえ,うえ,"['うえ', 'sky', 'した', 'light', 'ひかり']",0.5371328717458562,0.10560578477734442,True
RUN_1768052885,C3_MixedA,2,JP,30,surface_exact,した,,,した,した,"['した', 'river', 'eat', 'child', 'かわ']",0.6032704589511351,0.09202364831497452,True
RUN_1768052885,C3_MixedA,2,EN,31,surface_exact,light,,,light,light,"['light', 'みず', 'many', 'ひかり', 'うえ']",0.5474881162908793,0.07716471510265291,True
RUN_1768052885,C3_MixedA,2,EN,32,surface_exact,water,,,water,water,"['water', 'study', 'few', 'see', 'down']",0.5546471343595504,0.09674424218057198,True
RUN_1768052885,C3_MixedA,2,EN,33,surface_exact,fire,,,fire,fire,"['fire', 'old', 'high', 'moon', 'たべる']",0.5665925949060698,0.0946143666554135,True
RUN_1768052885,C3_MixedA,2,EN,34,surface_exact,moon,,,moon,moon,"['moon', 'eat', 'はやい', 'たべる', 'sea']",0.5380806831723907,0.1195542412221608,True
RUN_1768052885,C3_MixedA,2,EN,35,surface_exact,sky,,,sky,sky,"['sky', 'うえ', 'high', 'おおい', 'see']",0.5443363767306257,0.09995554716035525,True
RUN_1768052885,C3_MixedA,2,EN,36,surface_exact,mountain,,,mountain,mountain,"['mountain', 'した', 'ながい', 'down', 'かわ']",0.5685419597330373,0.12836277053681402,True
RUN_1768052885,C3_MixedA,2,EN,37,surface_exact,river,,,river,river,"['river', 'study', 'drink', 'くる', 'おおきい']",0.5994833180245922,0.06983701529110964,True
RUN_1768052885,C3_MixedA,2,EN,38,surface_exact,sea,,,sea,sea,"['sea', 'でる', 'new', 'みず', 'ちいさい']",0.5538472771484333,0.0938774793109171,True
RUN_1768052885,C3_MixedA,2,EN,39,surface_exact,person,,,person,person,"['person', 'eat', 'たべる', 'ひかり', 'ちいさい']",0.5787944911138065,0.09283871977346325,True
RUN_1768052885,C3_MixedA,2,EN,40,surface_exact,child,,,child,child,"['child', 'ひかり', 'sea', 'ふるい', 'eat']",0.5696851630859123,0.10615105072916975,True
RUN_1768052885,C3_MixedA,2,EN,41,surface_exact,study,,,study,study,"['study', 'old', 'のむ', 'high', 'drink']",0.5992869872632681,0.11739527922814125,True
RUN_1768052885,C3_MixedA,2,EN,42,surface_exact,life,,,life,life,"['life', 'いく', 'many', 'down', 'big']",0.5431115666111116,0.09238789554208487,True
RUN_1768052885,C3_MixedA,2,EN,43,surface_exact,eat,,,eat,eat,"['eat', 'はいる', 'ひと', 'した', 'ながい']",0.5898920185957148,0.09033794774412242,True
RUN_1768052885,C3_MixedA,2,EN,44,surface_exact,drink,,,drink,drink,"['drink', 'small', 'high', 'child', 'down']",0.5667499154781452,0.07640663503435305,True
RUN_1768052885,C3_MixedA,2,EN,45,surface_exact,see,,,see,see,"['see', 'up', 'みず', 'big', 'でる']",0.5737988717983219,0.09708863658043959,True
RUN_1768052885,C3_MixedA,2,EN,46,surface_exact,go,,,go,go,"['go', 'sky', 'few', 'life', 'うみ']",0.5742762358365148,0.07231813487958097,True
RUN_1768052885,C3_MixedA,2,EN,47,surface_exact,come,,,come,come,"['come', 'うえ', 'でる', 'child', 'たかい']",0.5551236917779736,0.08315862844542875,True
RUN_1768052885,C3_MixedA,2,EN,48,surface_exact,enter,,,enter,enter,"['enter', 'おおい', 'かわ', 'はいる', 'みる']",0.5634770483427537,0.0773955094552307,True
RUN_1768052885,C3_MixedA,2,EN,49,surface_exact,exit,,,exit,exit,"['exit', 'おおい', 'ちいさい', 'old', 'early']",0.5584067755090766,0.06058814748234677,True
RUN_1768052885,C3_MixedA,2,EN,50,surface_exact,big,,,big,big,"['big', 'やま', 'down', 'river', 'see']",0.5370491886946901,0.09908310458696293,True
RUN_1768052885,C3_MixedA,2,EN,51,surface_exact,small,,,small,small,"['small', 'みず', 'かわ', 'すくない', 'child']",0.5934440009339542,0.07460910525852797,True
RUN_1768052885,C3_MixedA,2,EN,52,surface_exact,long,,,long,long,"['long', 'おおきい', 'べんきょう', 'mountain', 'うえ']",0.5421886684661716,0.0770174029946559,True
RUN_1768052885,C3_MixedA,2,EN,53,surface_exact,high,,,high,high,"['high', 'fire', 'ひと', 'go', 'drink']",0.5649395834400996,0.08174559198339729,True
RUN_1768052885,C3_MixedA,2,EN,54,surface_exact,new,,,new,new,"['new', 'ひかり', 'ひと', 'べんきょう', 'water']",0.5860377615030398,0.08484961688848323,True
RUN_1768052885,C3_MixedA,2,EN,55,surface_exact,old,,,old,old,"['old', 'ちいさい', 'ふるい', 'fire', 'うみ']",0.542950729503918,0.08955156734390607,True
RUN_1768052885,C3_MixedA,2,EN,56,surface_exact,early,,,early,early,"['early', 'でる', 'small', 'はやい', 'new']",0.5561594668382399,0.07570249285015766,True
RUN_1768052885,C3_MixedA,2,EN,57,surface_exact,many,,,many,many,"['many', 'ひと', 'life', 'old', 'やま']",0.5567281256285231,0.09441806929709526,True
RUN_1768052885,C3_MixedA,2,EN,58,surface_exact,few,,,few,few,"['few', 'ひかり', 'study', 'おおい', 'moon']",0.5618413809513694,0.09161043528434815,True
RUN_1768052885,C3_MixedA,2,EN,59,surface_exact,up,,,up,up,"['up', 'でる', 'see', 'たべる', 'した']",0.5714017722454249,0.08664969605535579,True
RUN_1768052885,C3_MixedA,2,EN,60,surface_exact,down,,,down,down,"['down', 'drink', 'ちいさい', 'おおい', 'person']",0.5668301586292305,0.10902609458404021,True
